timestamp,AF3_theta,AF3_alpha,AF3_low_beta,AF3_high_beta,AF3_gamma,F7_theta,F7_alpha,F7_low_beta,F7_high_beta,F7_gamma,F3_theta,F3_alpha,F3_low_beta,F3_high_beta,F3_gamma,FC5_theta,FC5_alpha,FC5_low_beta,FC5_high_beta,FC5_gamma,T7_theta,T7_alpha,T7_low_beta,T7_high_beta,T7_gamma,P7_theta,P7_alpha,P7_low_beta,P7_high_beta,P7_gamma,O1_theta,O1_alpha,O1_low_beta,O1_high_beta,O1_gamma,O2_theta,O2_alpha,O2_low_beta,O2_high_beta,O2_gamma,P8_theta,P8_alpha,P8_low_beta,P8_high_beta,P8_gamma,T8_theta,T8_alpha,T8_low_beta,T8_high_beta,T8_gamma,FC6_theta,FC6_alpha,FC6_low_beta,FC6_high_beta,FC6_gamma,F4_theta,F4_alpha,F4_low_beta,F4_high_beta,F4_gamma,F8_theta,F8_alpha,F8_low_beta,F8_high_beta,F8_gamma,AF4_theta,AF4_alpha,AF4_low_beta,AF4_high_beta,AF4_gamma
2024-07-03 15:44:20.638125,2.342,1.409,0.965,1.084,1.822,1.01,0.895,0.571,2.516,5.384,2.695,1.334,1.133,0.529,0.403,0.925,1.049,1.241,1.059,0.962,0.862,0.616,0.685,2.688,5.5,0.908,0.417,0.475,0.312,0.753,1.243,0.727,1.134,0.549,0.634,1.936,0.875,1.524,0.751,0.887,2.299,1.636,1.764,0.914,1.307,5.427,1.655,1.494,2.878,2.524,2.427,2.693,2.018,1.425,2.556,3.194,1.554,1.995,0.836,0.973,2.323,1.079,1.794,3.219,4.499,2.517,1.46,1.366,1.913,2.823
2024-07-03 15:44:20.771835,2.783,1.606,0.937,1.123,1.938,1.014,0.962,0.586,2.856,5.466,3.096,1.497,1.068,0.529,0.422,1.078,1.032,1.25,1.223,0.973,0.988,0.663,0.743,2.833,5.297,0.859,0.437,0.489,0.362,0.751,1.067,0.88,1.106,0.581,0.674,1.699,0.845,1.41,0.803,0.938,2.063,1.738,1.665,1.087,1.379,5.298,1.695,1.358,3.18,2.566,2.512,2.757,2.001,1.566,2.592,3.001,1.685,1.843,0.86,1.047,2.574,1.022,1.649,3.652,4.672,2.781,1.647,1.335,2.082,2.886
2024-07-03 15:44:20.893462,3.177,1.878,0.952,1.166,2.044,1.035,1.056,0.622,3.01,5.359,3.68,1.652,1.046,0.522,0.425,1.233,0.97,1.321,1.33,0.959,1.084,0.666,0.743,2.746,4.727,0.831,0.474,0.489,0.401,0.712,0.943,0.941,0.995,0.589,0.702,1.621,0.798,1.239,0.827,0.928,2.056,1.736,1.708,1.307,1.406,4.828,1.594,1.239,3.381,2.608,2.758,2.758,2.135,1.762,2.541,3.209,1.843,1.8,0.91,1.064,2.847,0.922,1.565,3.901,4.887,3.182,1.908,1.503,2.122,2.745
2024-07-03 15:44:21.030474,3.426,2.166,1.013,1.219,2.116,1.125,1.166,0.647,2.976,5.195,4.447,1.76,1.076,0.504,0.407,1.373,0.878,1.459,1.341,0.926,1.182,0.62,0.691,2.443,3.995,0.82,0.515,0.49,0.428,0.657,0.974,0.897,0.834,0.575,0.721,1.715,0.754,1.079,0.815,0.87,2.173,1.629,1.909,1.515,1.42,4.328,1.394,1.115,3.434,2.674,3.198,2.724,2.411,1.985,2.428,3.91,2.027,1.899,0.967,1.013,3.214,0.848,1.519,3.916,5.137,3.675,2.192,1.841,2.028,2.479
2024-07-03 15:44:21.147657,3.497,2.391,1.098,1.279,2.117,1.314,1.262,0.649,2.829,5.047,5.307,1.796,1.154,0.478,0.373,1.499,0.772,1.639,1.252,0.885,1.304,0.539,0.615,2.014,3.305,0.765,0.548,0.499,0.45,0.606,1.141,0.776,0.681,0.548,0.736,1.945,0.729,0.971,0.782,0.805,2.517,1.469,2.208,1.664,1.46,4.063,1.198,0.993,3.325,2.773,3.749,2.683,2.756,2.182,2.271,5.021,2.223,2.093,1.011,0.909,3.669,0.871,1.512,3.712,5.351,4.099,2.425,2.232,1.836,2.182
2024-07-03 15:44:21.267645,3.438,2.475,1.177,1.333,2.019,1.592,1.31,0.624,2.67,4.885,6.105,1.744,1.25,0.452,0.332,1.625,0.658,1.814,1.098,0.854,1.425,0.447,0.55,1.597,2.779,0.707,0.562,0.51,0.48,0.567,1.425,0.628,0.58,0.521,0.75,2.226,0.734,0.923,0.749,0.776,2.855,1.304,2.532,1.74,1.545,4.057,1.079,0.88,3.092,2.888,4.278,2.616,3.038,2.298,2.088,6.289,2.372,2.278,1.029,0.784,4.158,0.987,1.541,3.372,5.412,4.382,2.516,2.517,1.595,1.917
2024-07-03 15:44:21.387988,3.354,2.409,1.219,1.351,1.822,1.973,1.322,0.579,2.57,4.618,6.697,1.611,1.32,0.425,0.298,1.802,0.564,1.926,0.938,0.842,1.505,0.371,0.538,1.32,2.432,0.651,0.563,0.508,0.523,0.535,1.691,0.513,0.549,0.499,0.761,2.482,0.774,0.923,0.727,0.805,3.104,1.176,2.805,1.744,1.665,4.244,1.071,0.765,2.795,2.966,4.671,2.55,3.187,2.298,1.908,7.446,2.426,2.38,1.007,0.675,4.625,1.171,1.606,2.988,5.223,4.536,2.475,2.598,1.367,1.698
2024-07-03 15:44:21.524276,3.355,2.267,1.213,1.302,1.556,2.456,1.402,0.543,2.531,4.176,6.948,1.448,1.331,0.392,0.286,2.068,0.546,1.929,0.828,0.856,1.548,0.328,0.623,1.241,2.21,0.619,0.557,0.483,0.571,0.5,1.819,0.477,0.58,0.477,0.761,2.598,0.856,0.961,0.719,0.88,3.096,1.117,2.945,1.694,1.789,4.455,1.229,0.654,2.503,2.946,4.814,2.584,3.248,2.204,1.8,8.146,2.395,2.391,0.938,0.614,4.954,1.429,1.714,2.622,4.76,4.618,2.439,2.51,1.209,1.51
2024-07-03 15:44:21.643418,3.471,2.148,1.17,1.173,1.274,2.958,1.661,0.54,2.513,3.577,6.821,1.31,1.27,0.352,0.302,2.392,0.659,1.813,0.799,0.897,1.605,0.314,0.844,1.335,2.06,0.614,0.549,0.438,0.607,0.459,1.746,0.534,0.643,0.447,0.751,2.538,0.987,1.027,0.722,0.962,2.819,1.127,2.913,1.613,1.875,4.597,1.549,0.552,2.27,2.796,4.717,2.786,3.307,2.085,1.844,8.269,2.332,2.335,0.832,0.614,5.098,1.775,1.867,2.297,4.09,4.716,2.55,2.352,1.155,1.336
2024-07-03 15:44:21.763160,3.616,2.127,1.134,0.993,1.034,3.36,2.123,0.582,2.481,2.925,6.353,1.244,1.163,0.312,0.346,2.71,0.91,1.618,0.844,0.961,1.736,0.323,1.208,1.502,1.952,0.617,0.534,0.388,0.615,0.421,1.515,0.664,0.719,0.409,0.74,2.307,1.158,1.131,0.73,1.006,2.369,1.195,2.751,1.529,1.906,4.694,1.961,0.49,2.143,2.533,4.409,3.138,3.439,2.014,2.09,7.805,2.287,2.288,0.715,0.671,4.966,2.19,2.082,2.027,3.352,4.8,2.851,2.253,1.211,1.185
2024-07-03 15:44:21.897119,3.672,2.265,1.151,0.807,0.875,3.519,2.72,0.673,2.424,2.344,5.601,1.275,1.056,0.282,0.412,2.916,1.259,1.407,0.926,1.033,1.988,0.349,1.666,1.64,1.883,0.649,0.509,0.356,0.586,0.398,1.235,0.826,0.806,0.367,0.744,1.969,1.338,1.274,0.739,0.996,1.862,1.323,2.529,1.469,1.895,4.817,2.383,0.515,2.147,2.221,3.981,3.566,3.64,2.016,2.505,6.847,2.316,2.297,0.619,0.766,4.518,2.634,2.363,1.846,2.698,4.859,3.336,2.284,1.342,1.092
2024-07-03 15:44:22.020093,3.58,2.53,1.223,0.662,0.802,3.365,3.287,0.795,2.361,1.904,4.65,1.392,0.982,0.271,0.483,2.921,1.621,1.235,0.996,1.096,2.39,0.415,2.122,1.695,1.86,0.698,0.489,0.354,0.526,0.397,1.024,0.985,0.911,0.337,0.767,1.623,1.492,1.445,0.75,0.939,1.477,1.548,2.315,1.45,1.879,4.994,2.729,0.657,2.275,1.935,3.508,3.89,3.818,2.076,2.981,5.609,2.416,2.344,0.561,0.873,3.8,3.015,2.682,1.812,2.219,4.942,3.861,2.397,1.488,1.07
2024-07-03 15:44:22.152418,3.677,2.915,1.315,0.582,0.784,2.957,3.668,0.923,2.323,1.596,3.659,1.597,0.966,0.283,0.544,2.767,1.944,1.138,1.021,1.131,2.928,0.572,2.481,1.667,1.887,0.791,0.514,0.393,0.454,0.418,1.042,1.157,1.047,0.334,0.801,1.292,1.677,1.698,0.767,0.862,1.278,1.939,2.22,1.484,1.881,5.223,2.954,0.973,2.498,1.73,3.095,4.042,3.955,2.162,3.368,4.304,2.64,2.422,0.554,0.965,3.225,3.308,3.044,1.971,1.921,5.512,4.399,2.475,1.591,1.099
2024-07-03 15:44:22.272707,4.222,3.51,1.357,0.565,0.775,2.552,3.835,1.036,2.335,1.36,2.756,1.929,0.995,0.316,0.581,2.55,2.282,1.112,1.005,1.127,3.594,0.86,2.709,1.599,1.95,0.922,0.629,0.473,0.395,0.451,1.426,1.401,1.207,0.369,0.831,1.106,2.052,2.072,0.806,0.793,1.386,2.56,2.339,1.583,1.899,5.409,3.078,1.479,2.768,1.62,2.872,4.144,4.064,2.245,3.532,3.198,3.145,2.512,0.602,1.019,3.335,3.54,3.485,2.322,1.75,7.098,5.135,2.391,1.613,1.133
2024-07-03 15:44:22.393462,5.703,4.425,1.328,0.596,0.745,2.593,3.962,1.139,2.416,1.144,2.098,2.479,1.043,0.379,0.591,2.522,2.799,1.119,0.994,1.081,4.277,1.283,2.844,1.55,2.029,1.109,0.899,0.588,0.387,0.489,2.187,1.853,1.391,0.481,0.85,1.083,2.779,2.538,0.908,0.746,1.737,3.414,2.674,1.758,1.904,5.34,3.192,2.123,3.032,1.575,3.06,4.494,4.176,2.324,3.406,2.531,4.132,2.591,0.742,1.026,5.044,3.833,4.068,2.809,1.64,10.269,6.31,2.123,1.567,1.13
2024-07-03 15:44:22.514190,8.04,5.761,1.306,0.674,0.701,3.69,4.455,1.282,2.57,0.942,1.826,3.431,1.163,0.503,0.589,2.948,3.731,1.162,1.059,1.016,4.874,1.826,2.987,1.563,2.113,1.551,1.414,0.769,0.488,0.539,3.251,2.7,1.67,0.752,0.871,1.323,3.913,3.064,1.14,0.725,2.399,4.414,3.164,2.048,1.868,4.967,3.438,2.86,3.266,1.551,3.933,5.442,4.344,2.449,3.038,2.539,5.79,2.748,1.054,1.003,8.643,4.401,4.867,3.341,1.549,14.868,8.055,1.801,1.534,1.08
2024-07-03 15:44:22.646972,10.685,7.445,1.428,0.814,0.67,6.304,5.656,1.53,2.781,0.797,2.098,4.914,1.445,0.715,0.594,3.911,5.165,1.282,1.256,0.975,5.299,2.479,3.269,1.662,2.204,2.418,2.219,1.065,0.749,0.61,4.547,4.074,2.159,1.25,0.922,1.829,5.378,3.61,1.547,0.728,3.285,5.401,3.698,2.49,1.783,4.588,3.917,3.657,3.461,1.524,5.555,7.221,4.631,2.672,2.57,3.315,8.197,3.106,1.601,0.988,13.544,5.438,5.883,3.825,1.471,19.759,10.253,1.633,1.608,1.01
2024-07-03 15:44:22.767811,12.807,9.238,1.834,1.017,0.679,10.45,7.627,2.002,3.0,0.754,2.998,6.906,1.966,1.008,0.625,5.419,6.952,1.594,1.59,1.009,5.411,3.265,3.778,1.834,2.318,3.785,3.294,1.523,1.169,0.709,5.855,5.956,2.94,1.954,1.024,2.736,6.97,4.117,2.094,0.748,4.238,6.228,4.207,3.06,1.674,4.655,4.658,4.496,3.593,1.5,7.779,9.781,5.064,2.98,2.18,4.903,11.218,3.732,2.349,1.018,18.351,6.992,7.004,4.17,1.421,23.474,12.562,1.797,1.861,0.961
2024-07-03 15:44:22.887996,13.672,10.758,2.589,1.26,0.735,15.352,10.037,2.795,3.157,0.827,4.366,9.107,2.721,1.331,0.686,7.129,8.742,2.224,2.004,1.15,5.197,4.151,4.485,2.028,2.451,5.483,4.486,2.126,1.68,0.829,7.055,8.073,3.962,2.731,1.173,3.915,8.374,4.485,2.658,0.779,5.187,6.834,4.666,3.67,1.588,5.172,5.592,5.348,3.646,1.488,10.131,12.682,5.616,3.307,1.988,7.033,14.378,4.557,3.153,1.106,21.441,8.862,8.019,4.348,1.406,24.654,14.474,2.34,2.292,0.956
2024-07-03 15:44:23.023655,13.182,11.616,3.607,1.487,0.814,19.931,12.261,3.886,3.186,0.992,5.924,11.002,3.582,1.599,0.761,8.669,10.105,3.201,2.384,1.385,4.768,5.041,5.209,2.198,2.567,7.109,5.537,2.768,2.162,0.941,7.885,9.95,5.014,3.384,1.331,5.306,9.261,4.616,3.076,0.812,5.723,7.235,5.077,4.183,1.561,6.298,6.533,6.138,3.608,1.487,12.009,15.222,6.171,3.566,2.009,9.145,16.972,5.379,3.807,1.225,21.976,10.647,8.657,4.386,1.415,22.947,15.508,3.115,2.818,0.99
2024-07-03 15:44:23.142951,11.835,11.58,4.645,1.631,0.883,22.909,13.653,5.07,3.033,1.193,7.382,12.075,4.328,1.73,0.824,9.609,10.734,4.399,2.61,1.645,4.261,5.769,5.681,2.321,2.604,8.277,6.199,3.281,2.482,1.008,8.312,11.124,5.804,3.721,1.442,6.465,9.419,4.441,3.21,0.835,6.049,7.526,5.427,4.455,1.605,7.458,7.25,6.738,3.463,1.493,13.029,16.737,6.574,3.678,2.163,10.872,18.337,5.933,4.121,1.33,20.082,11.909,8.695,4.329,1.432,19.181,15.432,3.853,3.304,1.037
2024-07-03 15:44:23.263214,10.223,10.666,5.41,1.637,0.915,23.632,13.795,6.032,2.681,1.365,8.417,12.024,4.734,1.685,0.856,9.807,10.529,5.537,2.61,1.849,3.927,6.143,5.689,2.395,2.511,8.722,6.317,3.5,2.551,1.006,8.294,11.326,6.068,3.644,1.464,7.139,8.856,3.977,3.016,0.839,5.811,7.783,5.663,4.399,1.696,8.284,7.619,7.044,3.216,1.504,12.788,16.895,6.713,3.599,2.338,11.663,18.144,6.027,4.009,1.381,16.451,12.378,8.111,4.209,1.45,14.442,14.344,4.292,3.605,1.066
2024-07-03 15:44:23.397963,9.118,9.153,5.7,1.502,0.901,22.293,12.745,6.496,2.192,1.459,8.984,10.918,4.696,1.491,0.854,9.396,9.665,6.31,2.396,1.939,3.828,6.039,5.166,2.446,2.28,8.299,5.899,3.346,2.362,0.931,7.847,10.588,5.707,3.196,1.388,7.115,7.802,3.352,2.569,0.821,5.485,8.025,5.734,4.028,1.782,8.581,7.619,7.067,2.897,1.526,11.673,15.791,6.576,3.34,2.438,11.702,16.546,5.688,3.537,1.367,12.677,12.021,7.107,4.014,1.471,10.419,12.594,4.332,3.638,1.058
2024-07-03 15:44:23.518878,8.513,7.383,5.446,1.275,0.849,19.141,10.872,6.302,1.673,1.449,8.959,9.093,4.245,1.224,0.826,8.412,8.404,6.483,2.042,1.9,3.89,5.463,4.24,2.509,1.963,7.288,5.107,2.86,1.99,0.808,7.04,9.209,4.817,2.546,1.248,6.394,6.563,2.711,2.028,0.789,4.962,8.179,5.616,3.481,1.804,8.235,7.228,6.876,2.572,1.575,9.935,13.76,6.148,2.978,2.418,10.951,13.998,5.086,2.893,1.303,9.766,10.965,5.962,3.709,1.492,7.679,10.527,4.02,3.418,1.012
2024-07-03 15:44:23.638059,8.237,5.672,4.775,1.03,0.774,15.127,8.657,5.506,1.236,1.339,8.359,7.03,3.562,0.981,0.787,7.137,7.001,6.028,1.651,1.766,3.923,4.541,3.158,2.596,1.644,5.96,4.173,2.19,1.56,0.678,5.997,7.592,3.692,1.913,1.108,5.297,5.432,2.248,1.567,0.762,4.685,8.16,5.388,2.979,1.736,7.261,6.507,6.596,2.324,1.656,8.063,11.298,5.514,2.633,2.296,9.767,11.147,4.52,2.299,1.218,8.119,9.478,4.941,3.286,1.506,6.254,8.439,3.556,3.037,0.943
2024-07-03 15:44:23.771954,7.707,4.215,3.896,0.832,0.695,11.24,6.548,4.344,0.938,1.164,7.28,5.174,2.873,0.829,0.752,5.788,5.63,5.125,1.311,1.597,3.754,3.503,2.169,2.673,1.406,4.762,3.297,1.522,1.189,0.582,4.872,6.061,2.667,1.459,1.029,4.041,4.589,2.096,1.298,0.757,4.64,7.909,5.134,2.719,1.59,5.907,5.602,6.338,2.209,1.75,6.296,8.899,4.822,2.413,2.13,8.307,8.59,4.223,1.908,1.138,7.383,7.901,4.166,2.796,1.505,5.527,6.565,3.131,2.609,0.874
2024-07-03 15:44:23.893358,6.779,3.127,3.049,0.711,0.626,8.07,4.808,3.138,0.773,0.967,5.921,3.782,2.363,0.784,0.726,4.524,4.357,4.079,1.068,1.448,3.417,2.564,1.465,2.683,1.304,3.814,2.574,1.01,0.944,0.54,3.862,4.741,1.99,1.244,1.04,3.123,4.058,2.283,1.232,0.778,4.858,7.453,4.908,2.768,1.398,4.496,4.698,6.142,2.227,1.823,4.845,6.901,4.242,2.364,1.983,6.77,6.699,4.255,1.747,1.077,6.803,6.533,3.652,2.335,1.482,4.969,5.115,2.865,2.221,0.824
2024-07-03 15:44:24.014345,5.34,2.433,2.377,0.66,0.571,5.794,3.53,2.145,0.692,0.785,4.603,2.903,2.109,0.816,0.704,3.467,3.259,3.172,0.94,1.344,3.104,1.869,1.122,2.57,1.348,3.211,2.03,0.722,0.832,0.548,3.177,3.62,1.73,1.236,1.124,2.734,3.784,2.696,1.291,0.812,5.23,6.92,4.718,3.05,1.209,3.53,3.98,5.95,2.328,1.851,3.832,5.495,3.883,2.46,1.887,5.527,5.606,4.487,1.742,1.032,5.977,5.575,3.337,1.979,1.433,4.321,4.222,2.733,1.92,0.799
2024-07-03 15:44:24.146852,3.984,2.115,1.936,0.665,0.536,4.311,2.776,1.491,0.657,0.64,3.591,2.499,2.078,0.888,0.685,2.756,2.474,2.548,0.937,1.285,2.937,1.507,1.056,2.311,1.516,2.86,1.732,0.633,0.821,0.586,2.891,2.774,1.799,1.371,1.239,2.864,3.757,3.137,1.378,0.846,5.544,6.814,4.571,3.454,1.076,3.319,3.999,5.663,2.464,1.845,3.427,4.929,3.752,2.633,1.847,4.727,5.335,4.687,1.795,1.002,5.053,5.272,3.124,1.753,1.381,3.768,3.939,2.673,1.728,0.8
2024-07-03 15:44:24.268020,3.432,2.245,1.728,0.718,0.532,3.917,2.747,1.15,0.663,0.551,3.387,2.548,2.186,0.983,0.685,2.753,2.213,2.198,1.086,1.265,3.365,1.462,1.13,1.948,1.784,2.846,1.795,0.699,0.869,0.639,3.2,2.398,2.105,1.587,1.345,3.614,4.054,3.448,1.454,0.883,6.782,8.049,4.414,4.103,1.104,5.106,5.909,5.187,2.694,1.901,4.493,5.663,3.75,2.822,1.867,5.164,5.875,4.677,1.86,1.018,5.087,6.035,2.881,1.673,1.367,3.907,4.437,2.644,1.656,0.837
2024-07-03 15:44:24.388102,4.426,3.005,1.744,0.822,0.575,4.905,3.679,1.024,0.735,0.527,4.28,3.126,2.393,1.115,0.731,3.669,2.712,2.049,1.424,1.278,4.754,1.703,1.272,1.576,2.128,3.276,2.276,0.903,0.957,0.708,4.19,2.675,2.62,1.854,1.43,5.005,4.733,3.634,1.559,0.951,10.026,11.408,4.277,5.333,1.407,10.244,11.071,4.634,3.163,2.152,8.232,8.23,3.802,3.021,1.957,7.457,7.261,4.504,1.963,1.136,7.799,8.205,2.587,1.773,1.434,5.451,5.945,2.639,1.703,0.931
2024-07-03 15:44:24.524371,7.278,4.49,1.95,0.965,0.669,7.687,5.614,1.024,0.881,0.566,6.378,4.282,2.684,1.284,0.842,5.755,4.049,2.028,1.942,1.323,7.346,2.18,1.448,1.29,2.516,4.219,3.115,1.226,1.064,0.809,5.968,3.621,3.272,2.11,1.509,6.97,5.783,3.765,1.739,1.071,16.335,16.974,4.282,7.352,2.023,19.219,19.946,4.188,3.973,2.669,15.259,12.754,3.85,3.217,2.122,12.011,9.467,4.357,2.135,1.385,14.232,11.788,2.286,2.073,1.587,8.823,8.541,2.702,1.834,1.09
2024-07-03 15:44:24.643205,11.519,6.511,2.283,1.127,0.794,11.684,8.15,1.096,1.079,0.659,9.289,5.848,3.015,1.48,1.007,8.523,5.981,2.081,2.568,1.401,10.804,2.809,1.687,1.158,2.884,5.485,4.089,1.635,1.164,0.952,8.107,4.977,3.975,2.289,1.603,9.192,6.998,3.922,2.003,1.239,25.109,23.676,4.46,9.959,2.86,30.844,31.18,3.942,5.073,3.396,24.688,18.489,3.856,3.389,2.329,18.182,12.136,4.372,2.382,1.733,23.682,16.186,2.071,2.556,1.784,13.537,11.835,2.842,2.009,1.288
2024-07-03 15:44:24.763066,16.054,8.551,2.652,1.284,0.911,15.817,10.526,1.197,1.277,0.782,12.221,7.417,3.322,1.678,1.183,11.192,8.003,2.147,3.159,1.507,14.326,3.393,1.979,1.191,3.151,6.705,4.857,2.047,1.23,1.126,10.077,6.275,4.579,2.337,1.714,11.17,8.058,4.14,2.319,1.41,34.205,29.647,4.818,12.517,3.69,41.691,41.883,3.905,6.238,4.157,34.068,23.971,3.832,3.507,2.506,24.409,14.583,4.59,2.68,2.086,33.703,20.264,2.043,3.136,1.95,18.503,15.01,3.001,2.181,1.47
2024-07-03 15:44:24.882991,19.512,10.071,2.931,1.408,0.978,19.025,12.049,1.281,1.412,0.898,14.339,8.544,3.513,1.849,1.314,13.044,9.584,2.136,3.546,1.619,17.161,3.761,2.266,1.346,3.257,7.518,5.164,2.356,1.235,1.294,11.205,7.109,4.916,2.225,1.826,12.407,8.658,4.361,2.605,1.521,41.077,32.978,5.236,14.183,4.243,48.985,48.841,3.985,7.122,4.728,40.74,27.562,3.772,3.536,2.572,28.951,16.093,4.895,2.965,2.332,41.107,22.783,2.233,3.658,2.014,22.197,17.127,3.086,2.307,1.575
2024-07-03 15:44:25.020144,20.703,10.633,3.021,1.482,0.969,20.41,12.246,1.325,1.445,0.968,14.782,8.852,3.513,1.973,1.356,13.49,10.274,1.992,3.614,1.703,18.303,3.779,2.447,1.556,3.198,7.671,4.901,2.474,1.162,1.408,11.25,7.231,4.872,1.973,1.902,12.424,8.544,4.463,2.764,1.518,42.925,32.483,5.612,14.299,4.334,49.838,49.745,4.048,7.41,4.959,42.176,28.005,3.664,3.448,2.474,30.018,16.091,5.108,3.158,2.388,43.303,22.826,2.58,3.956,1.952,23.29,17.418,3.037,2.365,1.561
2024-07-03 15:44:25.137537,19.737,10.103,2.897,1.495,0.883,20.143,11.081,1.335,1.37,0.969,13.734,8.229,3.301,2.034,1.294,12.681,9.897,1.735,3.346,1.729,18.007,3.43,2.443,1.767,3.026,7.246,4.168,2.376,1.013,1.43,10.572,6.667,4.461,1.636,1.904,11.712,7.671,4.341,2.728,1.396,39.71,28.211,5.799,12.723,3.95,44.622,44.25,3.961,6.977,4.843,38.503,25.06,3.491,3.247,2.219,27.899,14.469,5.086,3.187,2.245,39.813,20.283,2.941,3.922,1.804,21.828,15.709,2.871,2.352,1.433
2024-07-03 15:44:25.272214,16.86,8.707,2.62,1.445,0.746,18.341,8.979,1.327,1.229,0.905,11.366,6.893,2.932,2.021,1.147,10.819,8.613,1.461,2.85,1.688,16.088,2.828,2.244,1.948,2.823,6.464,3.208,2.102,0.812,1.356,9.228,5.632,3.802,1.296,1.823,10.202,6.238,3.977,2.494,1.199,31.949,21.465,5.764,9.931,3.248,34.857,34.213,3.698,5.957,4.499,30.662,19.665,3.287,2.992,1.886,22.921,11.655,4.811,3.023,1.963,31.785,15.948,3.171,3.571,1.641,18.104,12.523,2.695,2.282,1.24
2024-07-03 15:44:25.392750,13.13,6.892,2.283,1.342,0.597,15.749,6.597,1.3,1.083,0.801,8.507,5.257,2.495,1.942,0.96,8.558,6.821,1.273,2.299,1.586,13.293,2.164,1.93,2.11,2.66,5.561,2.295,1.743,0.611,1.212,7.88,4.431,3.068,1.034,1.68,8.651,4.651,3.463,2.138,1.006,22.767,14.231,5.512,6.791,2.483,24.091,22.804,3.326,4.68,4.091,21.458,13.485,3.095,2.778,1.594,16.897,8.414,4.35,2.717,1.646,22.028,11.153,3.195,3.047,1.528,13.455,8.808,2.599,2.176,1.054
2024-07-03 15:44:25.514294,9.819,5.111,1.971,1.208,0.476,13.185,4.512,1.254,0.98,0.699,6.111,3.745,2.078,1.823,0.786,6.655,4.971,1.223,1.852,1.448,10.447,1.62,1.616,2.272,2.557,4.738,1.614,1.385,0.459,1.045,6.714,3.32,2.398,0.898,1.518,7.093,3.292,2.929,1.777,0.881,14.345,8.293,5.108,4.158,1.879,15.175,13.074,2.988,3.531,3.746,13.554,8.151,2.971,2.679,1.445,11.544,5.508,3.825,2.382,1.399,13.592,7.122,3.078,2.566,1.489,9.377,5.514,2.61,2.054,0.939
2024-07-03 15:44:25.647463,7.332,3.662,1.728,1.063,0.405,10.99,3.028,1.189,0.935,0.637,4.421,2.617,1.737,1.679,0.669,5.083,3.411,1.294,1.58,1.309,7.93,1.304,1.382,2.442,2.477,4.004,1.2,1.093,0.38,0.895,5.786,2.429,1.878,0.875,1.377,5.963,2.364,2.454,1.489,0.849,8.635,4.512,4.588,2.494,1.548,9.803,6.73,2.773,2.783,3.497,8.306,4.588,2.933,2.692,1.472,7.776,3.404,3.33,2.105,1.283,7.97,4.485,2.953,2.294,1.509,6.435,3.228,2.667,1.907,0.922
2024-07-03 15:44:25.766796,5.742,2.602,1.562,0.921,0.382,9.179,2.127,1.115,0.933,0.628,3.516,1.898,1.495,1.52,0.622,4.091,2.309,1.414,1.459,1.196,5.946,1.215,1.244,2.598,2.37,3.277,0.978,0.893,0.367,0.779,4.839,1.782,1.516,0.917,1.277,4.909,1.862,2.057,1.291,0.883,5.357,2.669,4.029,1.739,1.471,7.264,3.682,2.747,2.479,3.287,5.587,2.785,2.957,2.753,1.624,5.621,2.151,2.921,1.923,1.287,5.22,3.153,2.984,2.281,1.558,4.772,2.002,2.696,1.723,0.978
2024-07-03 15:44:25.889304,4.537,1.831,1.477,0.8,0.392,7.483,1.59,1.06,0.94,0.662,2.908,1.451,1.364,1.36,0.633,3.264,1.643,1.534,1.41,1.121,4.181,1.263,1.19,2.697,2.209,2.435,0.852,0.778,0.39,0.693,3.704,1.352,1.28,0.975,1.22,3.957,1.663,1.727,1.16,0.926,3.671,1.93,3.598,1.527,1.534,6.208,2.598,2.972,2.505,3.03,4.226,2.065,3.042,2.813,1.796,4.271,1.501,2.647,1.836,1.349,4.047,2.559,3.258,2.504,1.61,3.702,1.482,2.658,1.515,1.054
2024-07-03 15:44:26.009301,3.688,1.252,1.525,0.714,0.415,6.285,1.253,1.11,0.935,0.715,2.538,1.154,1.39,1.224,0.675,2.767,1.343,1.691,1.362,1.076,2.71,1.329,1.22,2.687,2.011,1.564,0.797,0.751,0.419,0.621,2.478,1.153,1.169,1.013,1.189,2.95,1.671,1.509,1.072,0.932,2.555,1.676,3.538,1.502,1.634,5.627,2.143,3.502,2.695,2.691,3.39,1.747,3.303,2.846,1.897,3.343,1.192,2.62,1.822,1.399,3.524,2.171,3.799,2.87,1.656,3.114,1.273,2.633,1.33,1.102
2024-07-03 15:44:26.142619,3.134,0.893,1.791,0.665,0.449,5.912,1.17,1.38,0.905,0.774,2.314,1.019,1.652,1.141,0.739,2.696,1.413,1.997,1.275,1.047,1.576,1.39,1.323,2.55,1.827,0.846,0.881,0.838,0.441,0.562,1.488,1.281,1.262,1.025,1.175,2.202,1.862,1.473,1.005,0.897,1.952,1.899,3.949,1.504,1.731,5.452,1.991,4.348,2.926,2.323,2.942,1.713,3.863,2.825,1.906,2.728,1.191,2.981,1.839,1.409,3.477,1.941,4.544,3.26,1.708,2.911,1.28,2.778,1.207,1.111
